food,id,review,rating
가자미구이,범생청년부인,아주 맛있게 먹었어요 앞으로도 자주 해먹으려구요 ,5
가자미구이,비온뒤맑음쨘,너무 맛있었어요!! 맛있는 레시피 감사합니다!!! :) ,5
가자미구이,김정례,넘 맛나게 먹었어요 식초를 넣었는데 정말 최고! ,5
가자미구이,쿠쿠랑비비,아이들이 소스 맛있다고 엄지척!! 고맙습니다 ^^ ,5
가자미구이,김경미세실리아~,소스맛이 최고입니다~~^^ 맛잇게해먹엇어요 ,5
가자미구이,잠깐만ㄸ,너무 맛있네요 최고 입니다 감사해요^^ ,5
가자미구이,candid74,맛있어요. 사진도 못 찍고 먹었네요.  ,5
가자미구이,Ha~,소스맛이 짱이예요~^^♡♡♡♡♡ ,5
가자미구이,삶은지치지않는자의몫,너무 맛있게 잘 먹었습니다~^^ ,5
가자미구이,수제비77,소스가 정말정말 맛있어요~! ,5
가자미구이,행복평화,아들이 엄지척하네요~ ^^ ,5
가자미구이,M윤선마미,맛있게 잘먹었습니다~^^ ,5
가자미구이,우리집귀요미,완전 맛있었어요 최고! ,5
가자미구이,루루가족,소스가 너무 맛있어요! ,5
가자미구이,요리마음,완전 맛있어요!!! ,5
가자미구이,이미숙 벙글집,맛있어요.감사 ,5
가자미구이,완젼땡깡,진짜 맛나요~ ,5
가자미구이,별이엄마^^,맛있어요!! ,5
가자미구이,도레미~♡,소스 새콤하니 맛났어요. ,4
가자미조림,김경미,이 레시피 덕분에 생선조림 해 달라는 아들에게 칭찬 받았습니다. 감사합니다 ,5
가자미조림,임경진,처음 해봤는데 굿굿 너무 맛있었어요 다음에도 또 할수있을지는 모르겠지만요~  ,5
가자미조림,Jessicameh,저는 마스코바도를 설탕대신 좀 넣었어요 우리 아들이 최고래요 맛있게 잘 먹었네요^^ ,5
가자미조림,Singa02,신랑이 맛있단 소리 잘 안하는데 맛있다네요!! 칭찬받았어요~ ㅎㅎ 잘 먹었습니다 ,5
가자미조림,앙칼이,간도 적당하니 괜찮았어요!남동생이맛나다고 다먹어버림..레시피감사했어요.. ,5
가자미조림,ohy0610,저는 무와 다시마를 넣고 먼저끓인 후 레시피대로햇어요 맛잇습니다 감사해요 ,5
가자미조림,내 인생은 언제나 해피엔딩,미국 살면서 이런 고향에 맛도 느껴 봐서 참 좋았어요 맛난 레시피 올려주셔서 감사 해요 맛난 레시피 많이 많이 올려주세요  ,5
가자미조림,,맛술이 마침 다떨어져서 양파를 한개넣고 가자미 두개에 양념 그대로했는데 넘넘맛나요!! 좋은레시피 감사해요!ㅎㅎㅎㅎ ,5
가자미조림,당산윤단이네서,"항상 대충하다가 1마리, 무우넣고 하는거라서 비율보다조금더 간했는데요 엄청 맛있네요 좋은 레시피, 감사합니다 ",5
가자미조림,현옥조,"가지미가 자작하게 물을 넣어야 되는데,냄비가 적어 가자미 겹쳐 올린거 생각않고 물을 넣어 국이 되었네요!! ~그래도 맛있어요!!  ",5
가자미조림,쪼꼬미♥,레시피에 한번 감탄하고(너무 쉬워서..) 후기에 도전해봅니다!♡맛있을것 같아요ㅋㅋㅋ ,5
가자미조림,요리마음,그대로했는데 성공^^ 맛있게 가족모두 잘먹었어요. 속이 깊지않은 납작한 남비에해야 잘되는듯해요 ,5
가자미조림,신동석,재료도 간단해서 쉽게 알려주셔서 요린이인 저도 넘넘 잘 따라했어요~맛도 짱이어요 고맙습니다! 감자도 조금 썰어서 넣어봤어요. ,5
가자미조림,찡이~,완전 맛난데 간단하기까지해서 최고예요~^^신랑이 같이조린 무우까지 잘먹네요~요리의 고수로 인정합니다~^^♡ ,5
가자미조림,박신혜87,"감기라서 후각,미각을 잃어서 그냥 레시피만보고했는데 신랑이 가자미5마리를 맛있다~~맛있다~하면서 다먹었네요ㅋㅋ 그래서 오늘은 양념그대로 갈치조림해보려구요ㅋㅋ맛 최고예요! ",5
가자미조림,똘쑤니맘,시어머니가 주신 가자미를 덕분에 너무 맛있게 잘 먹었네요~^^감사합니다~♡ ,5
가자미조림,지니밥상,처음해본 가자미조림인데 국물이 끝내주네요~~ 저희 시어머니가 맛있다고 칭찬하셨어요~~  ,5
가자미조림,골골ㅇ잉,무우 깔고 했더니 넘맛있어요 신랑이먹어본 조림중 최고 맛있다고해요 감사합니다~^^ ,5
가자미조림,공은정,저녁에 가자미로 뭐할까 고민하다 조림 요리를 보고 해봤는데 재료와 만드는 방법도 쉬워서 좋았고 전 남편이 조림에 무 넣는걸 좋아해서 첨가 했어요 가족들이 너무 맛있게 잘 먹었습니다 감사 합니다 덕분에 행복한 저녁 이었습니다~~^^ ,5
가자미조림,율아태윤맘,가자미 큰거 한개하고 밑에 써 주신대로 무추가 해서 남편이 맛있게 먹었어요! 양념최고! 담에도 이걸로 해보려구요 ,5
가자미조림,양초딩,조리과정은 간단하네요~ 전 물을 너무 한강으로 잡아서ㅜㅜ 찜처럼 건강하게 먹을 수 있을 듯요~  ,5
가자미조림,보리80,고추빼고 가자미 두마리로 양념레시피대로 똑같이해서 신랑이랑 애들이 너무 좋아했어요~너무너무 감사해요^^ ,5
가자미조림,원시빤다,생선좋아하는 신랑때문에 이 레시피 자주이용해요. 맛있게먹고있어요. 감사해요^^ ,5
가자미조림,현우엄마ㅋ,매번 맛있게 먹고있어요~ 입짧은 아들이 가자미조림만하면 와구와구 먹어요^^ 좋은 레시피감사합니다. ,5
가자미조림,LEK(VN),남편이 엄청 맛있게 먹어서 뿌듯하네요~ 저는 막판에 다시다랑 멸치액젓 살짝 넣어서 간 해주었더니 간이 잘 맞았어요. 좋은 레시피 공유해주셔서 너무 감사드려요. 덕분에 한끼 잘 해결했습니다♡ ,5
가자미조림,마리안느,신랑과 아이들이 맛있다고 하네요~ 가자미조림은 계속 이 레시피로 하면 될거같아요~~ ,5
가자미조림,yan2812,제대로 성공했네요 ㅋㅋㅋ 그냥 봐도 맛있어보이는 밥도둑♡ 저녁준비 간단하게 끝! ㅎㅎ ,5
가자미조림,겸짱~,홈쇼핑에서 가자미 산거 냉동실에 잔뜩 있는데 조림 요로케 해먹어야겠어요 간단하고 마싯네용 덕분에 잘해먹었습니당~^^/ ,5
가자미조림,^ㅅ^,무.다시@.고춧가루추가.설탕.소금좀 더했더니 맛있어요~갈치조림에도 해먹었더니 파는맛나네요ㅋ최고ㅋ ,5
가자미조림,소마기,쯔유로 했는데 너무 맛있었어여~두살 아가도 주는대로 텁텁 받아먹네요~ ,5
가자미조림,솔기맘,쉽게 후다닥 만들어지는데도 깊은 맛이 나요. 좋은 레시피 감사합니다^^ ,5
가자미조림,주주@@짱,맛있게 잘먹었어묘 생선 조림은 자신이 없었는데 레스피 잘 봤습니다  ,5
가자미조림,곰미영,맛있게 잘먹었습니다. 오래 졸이니 훨씬 맛나네요^^ 레시피 감사합니다 ,5
가자미조림,아로아로♡,맛있어요. 자극적이지 않고 깔끔~ 신랑이랑 시어머님이 맛있대요.ㅎㅎ ,5
가자미조림,홍순미,선생님 덕분에 가자마 조림 정말 맛있게 잘 먹고있어요 감사합니다 ^^ ,5
가자미조림,이웃집백곰,맛있어요! 특별한 재료 없이도 맛이 좋아요^^ 레시피 감사합니다!!! ,5
가자미조림,루사천사,국물을 많이 잡아서 싱거운간을 쯔유로 간을하니 저엉말맛있네요 ,5
가자미조림,안개나라서원이,가자미 조림 처음 해봤는데 레시피 덕분에 맛있게 만들었어요  ,5
가자미조림,민아퀸S2,신랑이 맛있대요!ㅎ 간단하게 만들 수 있어서 더 좋았네요^ ^ ,5
가자미조림,박시연2,물을 많이 넣어서 찌개가 되어버렸어요 그래도 넘 맛나네요 ,5
가자미조림,mc,구이만먹다가 조림도 맛있네요~간단해서 자주해먹을듯요~^^ ,5
가자미조림,아트거니,레시피대로. 요리해서 맛있게먹고 깨끗이 설거지도 했음요 ,5
가자미조림,송영,쉬운데 맛이 너무 좋아요! 아이들이 잘 먹어주었어요^^! ,5
가자미조림,감사행복,뭐먹을까 교민하다 만들었는데 아이들이 밥도둑이래요 ,5
가자미조림,sun짱,레시피 덕분에 맛있는 저녁 먹었습니다. 감사합니다~^^ ,5
가자미조림,팍팍♡,고대로 따라하니 맛있게 만들었어요 정말맛있어요^^ ,5
가자미조림,투니꼬야,가자미조림 처음이였는데 진짜 맛있게 잘먹었어용:) ,5
가자미조림,은우맘75,가자미로 뭘할까 고민했는데 간단하게 한끼 해결요 ,5
가자미조림,토끼리,재료 진짜 간단한데 맛있어요 두번이나 해먹었어요 ,5
가자미조림,바람돌e,와이프가 또해달라고하네요. 맛있게 잘먹었어요ㅎ ,5
가자미조림,가을내음,맛있어요. 가자미조림은 이 레시피로 고정입니다. ,5
가자미조림,poulou,끓이는 중인데 냄새부터 맛있어용 :) 감사합니다! ,5
가자미조림,맛있냠,세상에..짱 맛있어요 밥도둑이네요 감사합니다!!! ,5
가자미조림,핫이슈888,너무 맛있어요 레시피 올려주셔서 감사합니다 ,5
가자미조림,수행중,너무너무 맛있게 잘먹었습니다. 감사합니다^^ ,5
가자미조림,현종현진,양념이 딱 적당하네요 맛있게 잘 먹었습니다~ ,5
가자미조림,조현주,간단하고 맛있꼬 말해머해염~ 복 받으세요~~^^ ,5
가자미조림,집밥쉐프,두번째하는데 짜지도 않고 적당하니 맛나요. ,5
가자미조림,seunghee☆,국물이 좀 많았지만 너무 맛있게 먹었어요~  ,5
가자미조림,허브향기애,덕분에 맛있게 잘 해먹었어요~~~~ 쵝오♡♡ ,5
가자미조림,suk1****,생선조림 간만에 너무 맛있게 먹었어요^^  ,5
가자미조림,이 쫑,진짜 맛잇어요.. 계속 이거로만 해먹어요! ,5
가자미조림,sa****1,맛있어요 처음해봤는데 맛깔스럽습니다 ,5
가자미조림,장필곤,잘만들어 졌네요.맛있게 먹을께요.ㄱㅅ ,5
가자미조림,빈맘,정말 간단하게 음식이되네요.맛있어요 ,5
가자미조림,문어myh,냉동실 가자미로 맛있게 잘먹었습니다 ,5
가자미조림,요리가좋아질때까지,간단하면서 맛있어요 감사합니다 ~~^^ ,5
가자미조림,테이너방글이엄마,밥 한그릇 뚝딱이네요^^ 맛있었어요~! ,5
가자미조림,흰튤립,신랑이 너무 맛있데요 소주찾네요ㅠ ,5
가자미조림,문도맘,무 깔고 하니 더 맛나요 감사합니당~ ,5
가자미조림,빨간팥쥐,맛있어요~^^ 좋은 레시피 감사합니다 ,5
가자미조림,마미진,첨 만들었는데 맛있게 잘먹네요 ,5
가자미조림,박지원,간단하면서 맛은 최고입니다. ,5
가자미조림,hope1,맛있게 잘 만들어졌어요~~ ^^  ,5
가자미조림,토끼12,간편하고 맛있게 먹었어요♡ ,5
가자미조림,백진아,간단하게맛있게만들었어요 ,5
가자미조림,E.j. Seo,다들 맛있다고~ 맛있다고~^^ ,5
가자미조림,미희냔,남편이 너무 맛있다고해요 ,5
가자미조림,호호호맘마,너무 맛있어요 감사합니다 ,5
가자미조림,zayou7,너무 맛있게 잘먹었어요^^ ,5
가자미조림,아아이래우,무깔고 했어요 맛있어요! ,5
가자미조림,강여시,간단한데 맛은 최고예요 ,5
가자미조림,효서네,간단하고 맛있어요.ㅎㅎ ,5
가자미조림,주만 믿고 낙심하지 말기! 주신 복♡,너무 간단하고 맞있어요 ,5
가자미조림,예니니닝,레시피 감사합니당ㅎㅎ ,5
가자미조림,냄비뚜껑솥뚜껑,쉽고 간도 적당하고  ,5
가자미조림,아인재인맘,완전맛나용♡♡♡♡ ,5
가자미조림,eunhye lim,레시피 감사합니다  ,5
가자미조림,기딸맘,간단하고 맛있어요 ,5
가자미조림,정숙조,맛있게 잘됐어요~^^ ,5
가자미조림,민준토끼,정말맛있어슴니다 ,5
가자미조림,쌍방울717524,정말 맛있었어요~ ,5
가자미조림,nhia,간단해서 좋아요~ ,5
가자미조림,Goeun Koon Lee,너무맛있어요^^ ,5
가자미조림,舒服吗,맛있어요~~!! ,5
가자미조림,juan22222,맛있어요~~ ,5
가자미조림,☆오난이★,맛나요ㅋ ,5
가자미조림,김은양,맛나요 ,5
가자미조림,요리하는웅이,이번요리.. 실패.. 담번엔 꼭 성공을.  ,4
가자미조림,잠실살아요,맛나게 해서 먹었어요 ,4
가지나물,으니쭈니맘,와우 맛나요. 첨 해본 가지요리인데 성공했어요. 감사합니다. 근데 너무 작게 썰어서...^^; 맛난 레시피 감사합니다.^^ ,5
가지나물,뿡혜니,저는 양념 좀 늘려서 가지 3개 했는데용 부모님이 넘 좋아해주셨고 가지 안좋아하는 저도 여러개 집어먹었습니당ㅋㅋㅋ 잘 먹었어요 감사해요! ,5
가지나물,sinjuliet l,"밭에서 갖따온 가지로 레시피 2배로 가지 큰거4개, 작은거하나 해서 만들어서 시부모님께 갖다드렸어요~^^ 맛있는 레시피 감사합니다 ^^ ",5
가지나물,귀발이,이 레시피 부모님해드리기에 너무너무 좋아요!! 아빠가 이가 안 좋으셔서 좀 더 볶아서 말랑하게 해먹었어요! 달짝지근한게 넘 좋네요 좋은 레시피 감사합니다♡♡ ,5
가지나물,easy~♡,아이들이 잘 먹지 않는 가지반찬인데 양념이 맛있습니다 저도 맛나게 먹었네요^^  ,5
가지나물,왕엄지,전 홍고추하나만 추가해서 만들어봤어요! 넘맛있게 잘됬네요 좋은레시피 감사합니다 ,5
가지나물,sysysy,너무 맛있었어요 간도 잘베고. 저는 개인적으로 굴소스넣는걸 별로안좋아하는데 대부분 굴소스레시피더라구요. 설탕을 조금덜 넣으면 딱제입맛일것같아요 잘먹었습니다~~^^ ,5
가지나물,Jessica88,고추가 없어서 못 넣었는데도 맛있었어요! 살~~짝 짭조름 한것 같기도 한데 맛있어요!! 앞으로 가지나물 레시피는 이거 사용할 것 같네요 감사합니다! ,5
가지나물,최옥순,몰캉하니 고소하고 짭쪼롬해서 중1손녀가 아주 잘 먹네요 가지 자잘한거 3개로 만들었는데 담엔 더 많이해서저녁식탁에 푸짐하게 만들어놔야 겠네요 레시피 감사합니당~~~ ,5
가지나물,fall****,가지탕수 해 먹고 이 레시피로 볶음 했어요. 간단하고 맛 좋아요. 감사합니다~ ,5
가지나물,댄디가이,가지가 너무 싱싱해서 반잘라서 전자레인지에 1분30초 하여 레시피대로했는데 너무 맛있네요 ㅎ 좋은정보 고맙습니다. ,5
가지나물,서토랑,초보인 저도 너무 간단하게 할 수 있어서 좋았어요! 맛있게 드시더라고요ㅎㅎ감사합니다. 덕분에 효도한 느낌입니당ㅎㅎ ,5
가지나물,하늘의그리움,설탕 좀 줄이고 만들었어요~ 가지는 좀 더 익힌게 좋아서 더 익혔구요~ 가지 잘 안먹는 아이도 맛있게 먹었어요~ 감사합니다~ ,5
가지나물,임밍,올여름 알려주신 레시피로 여러번 만들어먹었어요~ 좋은레시피 감사합니다^^ ,5
가지나물,꼬니아씨,평소 가지 삶아서 무쳐먹기만 했는데..첨으로 따라해본 이레시피~너무 맛있어요~엄마에게도 추천했네요~앞으로 잘해먹을것 같아요~^^ ,5
가지나물,♥민이,너무맛있네요^^이때까지 쪄서 무치는것만했는데 그것보다 더 맛있네요 ㅎ감사합니다 ,5
가지나물,j.w lovely,가지를안좋아해서 애들도 안주게되던데 사서 레시피대로하니 너무 맛나네요♡ ,5
가지나물,옌마미,가지 좋아하는데 그대로 하니까 진짜 맛있네요 자주 해먹을라고여 감사합니다 ,5
가지나물,주현미,15년차주부 가지요리 늘 뭔가 부족한듯 했는데ᆢ이제 이 레시피에 정착하렵니다 레시피 알려주셔서 감사합니다  ,5
가지나물,욤욤,짝꿍이 가지나물을 좋아해서 다른 분들 네이버 레시피 보고 몇번 해줬었는데 그때마다 맛있다는 말은 안하더라구요ㅋㅋ다른 반찬은 맛있다 해주면서 그 가지나물들은 정말 아니였나봐요~ㅎ 맛있는 가지나물 레시피 찾아 헤매다가 드디어 짝꿍이 자기스타일 이라며 맛있다 해준 레시피가 요 레시피예요~!!! 가지 3개로 만드느라 양념을 0.5씩 더 넣었는데 간도 딱맞고 제가 먹어도 감칠맛나고 맛있었어요~사진에서 윗줄 2번째가 가지나물예요ㅋ저는 오래 볶는걸 좋아해서 좀 까맣긴해도 맛은 좋아요~30대 초반 남성도 좋아하는 레시피입니다~ㅋ맛있게 잘해서 먹었어요~감사합니다^^ ,5
가지나물,only1213,ㅠㅠ 정말 요리초본데 저희 아이까지 엄지척해주면서 밥뚝딱하고 남편도 맛있다며 잘먹더라구요 레시피 정말 감사합니다❤️ 계속 이방법으로 해먹고 있어요~~ 오늘도 가지 잘라서 ㅋㅋ 좀있다 바로 저녁에 해먹으려구요 ㅎㅎ ,5
가지나물,똥쥬맘,가지나물..만들때마다 다른 레시피였는데 ㅎ ㅎ 이 레시피 자극적이지 않으면서도 맛있어요.한번씩 해먹으려구요~^^ ,5
가지나물,요린이아빠,아이들이랑 먹을거라 오이고추 넣었어요. 담백하고 맛납니다. 장모님께서 해주신 그런맛ㅋ 전 개인적으로 고춧가루 안들어가서 섭섭하지만 확실한건 레시피 자체는 훌륭하다는 것입니다. 와이프는 본인이 한 구운가지볶음보다 제가한게 더 맛나대요ㅋ 좋은 레시피 감사합니다.^^ ,5
가지나물,,옛날에 진짜 엄마가 해준 맛 그대로나서 매번 이 레시피만 참고함 ,5
가지나물,사랑스런 엘비나♥,맛있어요~ 친정아버지 좀 밑반찬으로 챙겨드리고 저희도 먹어요^^ ,5
가지나물,주 민선,머하나 먹이기 까다로운 5살 아이가 맛있다네요^^ 고추는 뺐어요 ,5
가지나물,원시빤다,둘다 가지를 너무 좋아하는데 맛있게 한끼했어요. 감사합니다^^ ,5
가지나물,모모1111,이거 진짜 넘 맛있어요~ 5번은 넘게 해먹은듯! 강추예요~! ,5
가지나물,오렌지의향,진짜 엄청 맛있어서 몇번 해먹었어용ㅎㅎ 감사합니다 ,5
가지나물,념념념,완전 제 스타일! 넘 맛있게 잘만들으 먹었습니다~~~^^ ,5
가지나물,seonga357,가지나물 맛있게 잘했어요~ 엄지척!! 감사합니다~ ,5
가지나물,★붕어빵,너무 맛있어요 완벽한 계량입니다 감사합니다 ^^ ,5
가지나물,쑤쑤~~,맛있게 잘했어요 좋은 레시피 감사해요^^ ,5
가지나물,미주미주정미주,신랑이 할머니맛난데요ㅎ 너무맛있데요 ,5
가지나물,꼬꼬스럽네,집간장으로 했는데 맛있게 되었어요~ ,5
가지나물,히릿,요리초보인데도 맛있게 잘 됐어용!!! ,5
가지나물,유리냥,맛있게 먹은 레시피 엄지척입니다 !! ,5
가지나물,pandazzin,기대이상입니다~~♥ 너무 맛있어요 ,5
가지나물,doreen12541,맛있어서 아이들도 잘먹어요~^^ ,5
가지나물,킴킴쏘,맛나요! 밥도둑이따로없네용♡ ,5
가지나물,지겨운일상,간단하고 맛있어용ㅎㅎ ,5
가지나물,자연바라기1207,정말 맛있어요. ,5
가지나물,하늘erang,잘 먹었어요 ,5
가지나물,ArangJ,너무맛나요 ,5
가지나물,선효숙&하나,맛있어요~^^ ,5
가지나물,❤Ssuklove❤,맛있어요~~~ ,5
가지나물,양초딩,맛있어요~ ,5
가지볶음,PC핸드백,간단하면서 맛있어요~~가지반찬은 쉬운것같으면서도 어려워서 잘안하게되는데 맛있게 잘먹었습니다 ,5
가지볶음,루시리미,처음에는 양념장 양이 작아보이길래 더 많들어야하나 싶엇는데 신기하게 레시피대로 딱 맞네요 ㅋㅋㅋ 맛잇어용 ㅎㅎㅎ ,5
가지볶음,수정만개,"맛만보려다 감탄, 이어진 먹방ㅠㅠ 냉장고에 만들어 놨던 차가운 수육이랑도 너무도 잘어울리는맛~♡  ",5
가지볶음,유셀,가지 않좋아하는데 넘 맛있네요 저도 아가랑 먹어야해서 고추가루랑 고추는 뺐어요 ㅋㅋ ,5
가지볶음,지롱꾸,요리하고 간을 봤는데 너무 맛있는거에요 간장으로 가지요리만하다 매콤하게해봤는데 성공했어요! 맛있음이 안담기는거 같아 아쉽지만 정말 맛있게 잘 먹었습니다. ,5
가지볶음,경수산나,가지요리 항상 만족스럽지 못했는데 정말 맛있게 됐네요. 앞으론 이 레시피만 따르렵니다. ,5
가지볶음,막갱,너무 맛있습니당 저는 냉장고에 하루 넣어뒀다 먹는게 정말 훨씬 맛있더라구요!! 자주 해먹을게요 감사합니다ㅎㅎㅎ ,5
가지볶음,cool16,맛있어요. 짧은시간에 너무 맛있는 요리가 완성되어 기분좋아요~ 감사합니다! ,5
가지볶음,서 지민,유아식으로 만드는거라 고추는 빼고했구요 고춧가루도..0.3대략 눈대중으로 했는데 너무맛있어요~ 가지3개로한거라 굴소스랑 올리고당은 살짝 더 넣었습니다~ ,5
가지볶음,찬솔찬샘맘,엄청 맛있어요 집에 남아있던 송이버섯이랑 호박 조금 넣었는데 같이 잘 어울리네요 자주 해 먹어야겠어요 ,5
가지볶음,짐니농,아직 결혼전인데 처음으로 반찬 도전해보고있어요!! 예랑이가 진짜 너무너무 맛있대요 감사합니다!!!!!!!! ,5
가지볶음,쭌이맘75,레시피 그대로 하고 돼지고기만 조금 다져서 넣었어요.. 입짧은 아들이 맛있게 한끼 했답니다 감사합니다. ,5
가지볶음,뚜비소비,완전 맛있는 가지요리네요! 쪄서 무치는것도 맛있지만 시간이 흐르면서 그 보랏빛색이 좀 식욕을 감퇴시켜서 잘 안해먹게되는데 이건 완전 맛있고 색감도 좋고 밥반찬으로 딱이네요! ,5
가지볶음,ㅋㅋㅋ,맛있어요. 다만 좀 싱겁게 드시는 분들은 간장 조금 덜 넣으면 괜찮을거 같아요 ,5
가지볶음,young~~~,가지요리는 다들 싫어해서 시도도 안해봤는데 레시피덕분에 만들어보니 너무맛있어서 자주 해먹을것같아요~^^ ,5
가지볶음,노랭경,가지요리 정말안좋아하는데 이건 맛있게 먹었어요 요리도 간편하고 굴소스넣으니 감칠맛도 나고 좋았어요  ,5
가지볶음,요엘맘,우와 정말 맛있어요! 큰 가지라 양념을 두배 했더니 조금 짰지만 밥이랑 먹으니 괜찮아요! 벌써 여러번 해 먹었습니다! 맛난 레시피 감사해요! ,5
